,,Initial (AGL),Initial,Final (AGL),Final,Conjunct (AGL),Conjunct,Initial Unicode,Halant Unicode,Final Unicode,,Name (AGL),Name,Prod. Name,Notes,GlyphData.xml,
gujarati,uni,PH,ph,NGa,nga,PHNGa,ph_nga,0AAB,0ACD,0A99,0AAB0ACD0A99,gjPHNGa,ph_nga-gujarati,uni0AAB0ACD0A99,,,
gujarati,uni,PH,ph,Ca,ca,PHCa,ph_ca,0AAB,0ACD,0A9A,0AAB0ACD0A9A,gjPHCa,ph_ca-gujarati,uni0AAB0ACD0A9A,,,
gujarati,uni,PH,ph,CHa,cha,PHCHa,ph_cha,0AAB,0ACD,0A9B,0AAB0ACD0A9B,gjPHCHa,ph_cha-gujarati,uni0AAB0ACD0A9B,,,
gujarati,uni,PH,ph,Ja,ja,PHJa,ph_ja,0AAB,0ACD,0A9C,0AAB0ACD0A9C,gjPHJa,ph_ja-gujarati,uni0AAB0ACD0A9C,,,
gujarati,uni,PH,ph,JHa,jha,PHJHa,ph_jha,0AAB,0ACD,0A9D,0AAB0ACD0A9D,gjPHJHa,ph_jha-gujarati,uni0AAB0ACD0A9D,,,
gujarati,uni,PH,ph,NYa,nya,PHNYa,ph_nya,0AAB,0ACD,0A9E,0AAB0ACD0A9E,gjPHNYa,ph_nya-gujarati,uni0AAB0ACD0A9E,,,
gujarati,uni,PH,ph,TTa,tta,PHTTa,ph_tta,0AAB,0ACD,0A9F,0AAB0ACD0A9F,gjPHTTa,ph_tta-gujarati,uni0AAB0ACD0A9F,,,
gujarati,uni,PH,ph,TTHa,ttha,PHTTHa,ph_ttha,0AAB,0ACD,0AA0,0AAB0ACD0AA0,gjPHTTHa,ph_ttha-gujarati,uni0AAB0ACD0AA0,,,
gujarati,uni,PH,ph,DDa,dda,PHDDa,ph_dda,0AAB,0ACD,0AA1,0AAB0ACD0AA1,gjPHDDa,ph_dda-gujarati,uni0AAB0ACD0AA1,,,
gujarati,uni,PH,ph,DDHa,ddha,PHDDHa,ph_ddha,0AAB,0ACD,0AA2,0AAB0ACD0AA2,gjPHDDHa,ph_ddha-gujarati,uni0AAB0ACD0AA2,,,
gujarati,uni,PH,ph,NNa,nna,PHNNa,ph_nna,0AAB,0ACD,0AA3,0AAB0ACD0AA3,gjPHNNa,ph_nna-gujarati,uni0AAB0ACD0AA3,,,
gujarati,uni,PH,ph,Ta,ta,PHTa,ph_ta,0AAB,0ACD,0AA4,0AAB0ACD0AA4,gjPHTa,ph_ta-gujarati,uni0AAB0ACD0AA4,,,
gujarati,uni,PH,ph,THa,tha,PHTHa,ph_tha,0AAB,0ACD,0AA5,0AAB0ACD0AA5,gjPHTHa,ph_tha-gujarati,uni0AAB0ACD0AA5,,,
gujarati,uni,PH,ph,Da,da,PHDa,ph_da,0AAB,0ACD,0AA6,0AAB0ACD0AA6,gjPHDa,ph_da-gujarati,uni0AAB0ACD0AA6,,,
gujarati,uni,PH,ph,DHa,dha,PHDHa,ph_dha,0AAB,0ACD,0AA7,0AAB0ACD0AA7,gjPHDHa,ph_dha-gujarati,uni0AAB0ACD0AA7,,,
gujarati,uni,PH,ph,Na,na,PHNa,ph_na,0AAB,0ACD,0AA8,0AAB0ACD0AA8,gjPHNa,ph_na-gujarati,uni0AAB0ACD0AA8,,,
gujarati,uni,PH,ph,Pa,pa,PHPa,ph_pa,0AAB,0ACD,0AAA,0AAB0ACD0AAA,gjPHPa,ph_pa-gujarati,uni0AAB0ACD0AAA,,,
gujarati,uni,PH,ph,PHa,pha,PHPHa,ph_pha,0AAB,0ACD,0AAB,0AAB0ACD0AAB,gjPHPHa,ph_pha-gujarati,uni0AAB0ACD0AAB,,,
gujarati,uni,PH,ph,Ba,ba,PHBa,ph_ba,0AAB,0ACD,0AAC,0AAB0ACD0AAC,gjPHBa,ph_ba-gujarati,uni0AAB0ACD0AAC,,,
gujarati,uni,PH,ph,BHa,bha,PHBHa,ph_bha,0AAB,0ACD,0AAD,0AAB0ACD0AAD,gjPHBHa,ph_bha-gujarati,uni0AAB0ACD0AAD,,,
gujarati,uni,PH,ph,Ma,ma,PHMa,ph_ma,0AAB,0ACD,0AAE,0AAB0ACD0AAE,gjPHMa,ph_ma-gujarati,uni0AAB0ACD0AAE,,,
gujarati,uni,PH,ph,Ya,ya,PHYa,ph_ya,0AAB,0ACD,0AAF,0AAB0ACD0AAF,gjPHYa,ph_ya-gujarati,uni0AAB0ACD0AAF,,,
gujarati,uni,PH,ph,Ra,ra,PHRa,ph_ra,0AAB,0ACD,0AB0,0AAB0ACD0AB0,gjPHRa,ph_ra-gujarati,uni0AAB0ACD0AB0,,,
gujarati,uni,PH,ph,La,la,PHLa,ph_la,0AAB,0ACD,0AB2,0AAB0ACD0AB2,gjPHLa,ph_la-gujarati,uni0AAB0ACD0AB2,,,
gujarati,uni,PH,ph,LLa,lla,PHLLa,ph_lla,0AAB,0ACD,0AB3,0AAB0ACD0AB3,gjPHLLa,ph_lla-gujarati,uni0AAB0ACD0AB3,,,
gujarati,uni,PH,ph,Va,va,PHVa,ph_va,0AAB,0ACD,0AB5,0AAB0ACD0AB5,gjPHVa,ph_va-gujarati,uni0AAB0ACD0AB5,,,
gujarati,uni,PH,ph,SHa,sha,PHSHa,ph_sha,0AAB,0ACD,0AB6,0AAB0ACD0AB6,gjPHSHa,ph_sha-gujarati,uni0AAB0ACD0AB6,,,
gujarati,uni,PH,ph,SSa,ssa,PHSSa,ph_ssa,0AAB,0ACD,0AB7,0AAB0ACD0AB7,gjPHSSa,ph_ssa-gujarati,uni0AAB0ACD0AB7,,,
gujarati,uni,PH,ph,Sa,sa,PHSa,ph_sa,0AAB,0ACD,0AB8,0AAB0ACD0AB8,gjPHSa,ph_sa-gujarati,uni0AAB0ACD0AB8,,,
gujarati,uni,PH,ph,Ha,ha,PHHa,ph_ha,0AAB,0ACD,0AB9,0AAB0ACD0AB9,gjPHHa,ph_ha-gujarati,uni0AAB0ACD0AB9,,,
,,,,,,,_,,,,,gj,_-,,,,
gujarati,uni,B,b,Ka,ka,BKa,b_ka,0AAC,0ACD,0A95,0AAC0ACD0A95,gjBKa,b_ka-gujarati,uni0AAC0ACD0A95,,,
gujarati,uni,B,b,KHa,kha,BKHa,b_kha,0AAC,0ACD,0A96,0AAC0ACD0A96,gjBKHa,b_kha-gujarati,uni0AAC0ACD0A96,,,
gujarati,uni,B,b,Ga,ga,BGa,b_ga,0AAC,0ACD,0A97,0AAC0ACD0A97,gjBGa,b_ga-gujarati,uni0AAC0ACD0A97,,,
gujarati,uni,B,b,GHa,gha,BGHa,b_gha,0AAC,0ACD,0A98,0AAC0ACD0A98,gjBGHa,b_gha-gujarati,uni0AAC0ACD0A98,,,
gujarati,uni,B,b,NGa,nga,BNGa,b_nga,0AAC,0ACD,0A99,0AAC0ACD0A99,gjBNGa,b_nga-gujarati,uni0AAC0ACD0A99,,,
gujarati,uni,B,b,Ca,ca,BCa,b_ca,0AAC,0ACD,0A9A,0AAC0ACD0A9A,gjBCa,b_ca-gujarati,uni0AAC0ACD0A9A,,,
gujarati,uni,B,b,CHa,cha,BCHa,b_cha,0AAC,0ACD,0A9B,0AAC0ACD0A9B,gjBCHa,b_cha-gujarati,uni0AAC0ACD0A9B,,,
gujarati,uni,B,b,Ja,ja,BJa,b_ja,0AAC,0ACD,0A9C,0AAC0ACD0A9C,gjBJa,b_ja-gujarati,uni0AAC0ACD0A9C,,,
gujarati,uni,B,b,JHa,jha,BJHa,b_jha,0AAC,0ACD,0A9D,0AAC0ACD0A9D,gjBJHa,b_jha-gujarati,uni0AAC0ACD0A9D,,,
gujarati,uni,B,b,NYa,nya,BNYa,b_nya,0AAC,0ACD,0A9E,0AAC0ACD0A9E,gjBNYa,b_nya-gujarati,uni0AAC0ACD0A9E,,,
gujarati,uni,B,b,TTa,tta,BTTa,b_tta,0AAC,0ACD,0A9F,0AAC0ACD0A9F,gjBTTa,b_tta-gujarati,uni0AAC0ACD0A9F,,,
gujarati,uni,B,b,TTHa,ttha,BTTHa,b_ttha,0AAC,0ACD,0AA0,0AAC0ACD0AA0,gjBTTHa,b_ttha-gujarati,uni0AAC0ACD0AA0,,,
gujarati,uni,B,b,DDa,dda,BDDa,b_dda,0AAC,0ACD,0AA1,0AAC0ACD0AA1,gjBDDa,b_dda-gujarati,uni0AAC0ACD0AA1,,,
gujarati,uni,B,b,DDHa,ddha,BDDHa,b_ddha,0AAC,0ACD,0AA2,0AAC0ACD0AA2,gjBDDHa,b_ddha-gujarati,uni0AAC0ACD0AA2,,,
gujarati,uni,B,b,NNa,nna,BNNa,b_nna,0AAC,0ACD,0AA3,0AAC0ACD0AA3,gjBNNa,b_nna-gujarati,uni0AAC0ACD0AA3,,,
gujarati,uni,B,b,Ta,ta,BTa,b_ta,0AAC,0ACD,0AA4,0AAC0ACD0AA4,gjBTa,b_ta-gujarati,uni0AAC0ACD0AA4,,,
gujarati,uni,B,b,THa,tha,BTHa,b_tha,0AAC,0ACD,0AA5,0AAC0ACD0AA5,gjBTHa,b_tha-gujarati,uni0AAC0ACD0AA5,,,
gujarati,uni,B,b,Da,da,BDa,b_da,0AAC,0ACD,0AA6,0AAC0ACD0AA6,gjBDa,b_da-gujarati,uni0AAC0ACD0AA6,,,
gujarati,uni,B,b,DHa,dha,BDHa,b_dha,0AAC,0ACD,0AA7,0AAC0ACD0AA7,gjBDHa,b_dha-gujarati,uni0AAC0ACD0AA7,,,
gujarati,uni,B,b,Na,na,BNa,b_na,0AAC,0ACD,0AA8,0AAC0ACD0AA8,gjBNa,b_na-gujarati,uni0AAC0ACD0AA8,,,
gujarati,uni,B,b,Pa,pa,BPa,b_pa,0AAC,0ACD,0AAA,0AAC0ACD0AAA,gjBPa,b_pa-gujarati,uni0AAC0ACD0AAA,,,
gujarati,uni,B,b,PHa,pha,BPHa,b_pha,0AAC,0ACD,0AAB,0AAC0ACD0AAB,gjBPHa,b_pha-gujarati,uni0AAC0ACD0AAB,,,
gujarati,uni,B,b,Ba,ba,BBa,b_ba,0AAC,0ACD,0AAC,0AAC0ACD0AAC,gjBBa,b_ba-gujarati,uni0AAC0ACD0AAC,,,
gujarati,uni,B,b,BHa,bha,BBHa,b_bha,0AAC,0ACD,0AAD,0AAC0ACD0AAD,gjBBHa,b_bha-gujarati,uni0AAC0ACD0AAD,,,
gujarati,uni,B,b,Ma,ma,BMa,b_ma,0AAC,0ACD,0AAE,0AAC0ACD0AAE,gjBMa,b_ma-gujarati,uni0AAC0ACD0AAE,,,
gujarati,uni,B,b,Ya,ya,BYa,b_ya,0AAC,0ACD,0AAF,0AAC0ACD0AAF,gjBYa,b_ya-gujarati,uni0AAC0ACD0AAF,,,
gujarati,uni,B,b,Ra,ra,BRa,b_ra,0AAC,0ACD,0AB0,0AAC0ACD0AB0,gjBRa,b_ra-gujarati,uni0AAC0ACD0AB0,,,
gujarati,uni,B,b,La,la,BLa,b_la,0AAC,0ACD,0AB2,0AAC0ACD0AB2,gjBLa,b_la-gujarati,uni0AAC0ACD0AB2,,,
gujarati,uni,B,b,LLa,lla,BLLa,b_lla,0AAC,0ACD,0AB3,0AAC0ACD0AB3,gjBLLa,b_lla-gujarati,uni0AAC0ACD0AB3,,,
gujarati,uni,B,b,Va,va,BVa,b_va,0AAC,0ACD,0AB5,0AAC0ACD0AB5,gjBVa,b_va-gujarati,uni0AAC0ACD0AB5,,,
gujarati,uni,B,b,SHa,sha,BSHa,b_sha,0AAC,0ACD,0AB6,0AAC0ACD0AB6,gjBSHa,b_sha-gujarati,uni0AAC0ACD0AB6,,,
gujarati,uni,B,b,SSa,ssa,BSSa,b_ssa,0AAC,0ACD,0AB7,0AAC0ACD0AB7,gjBSSa,b_ssa-gujarati,uni0AAC0ACD0AB7,,,
gujarati,uni,B,b,Sa,sa,BSa,b_sa,0AAC,0ACD,0AB8,0AAC0ACD0AB8,gjBSa,b_sa-gujarati,uni0AAC0ACD0AB8,,,
gujarati,uni,B,b,Ha,ha,BHa,b_ha,0AAC,0ACD,0AB9,0AAC0ACD0AB9,gjBHa,b_ha-gujarati,uni0AAC0ACD0AB9,,,
,,,,,,,_,,,,,gj,_-,,,,
gujarati,uni,BH,bh,Ka,ka,BHKa,bh_ka,0AAD,0ACD,0A95,0AAD0ACD0A95,gjBHKa,bh_ka-gujarati,uni0AAD0ACD0A95,,,
gujarati,uni,BH,bh,KHa,kha,BHKHa,bh_kha,0AAD,0ACD,0A96,0AAD0ACD0A96,gjBHKHa,bh_kha-gujarati,uni0AAD0ACD0A96,,,
gujarati,uni,BH,bh,Ga,ga,BHGa,bh_ga,0AAD,0ACD,0A97,0AAD0ACD0A97,gjBHGa,bh_ga-gujarati,uni0AAD0ACD0A97,,,
gujarati,uni,BH,bh,GHa,gha,BHGHa,bh_gha,0AAD,0ACD,0A98,0AAD0ACD0A98,gjBHGHa,bh_gha-gujarati,uni0AAD0ACD0A98,,,
gujarati,uni,BH,bh,NGa,nga,BHNGa,bh_nga,0AAD,0ACD,0A99,0AAD0ACD0A99,gjBHNGa,bh_nga-gujarati,uni0AAD0ACD0A99,,,
gujarati,uni,BH,bh,Ca,ca,BHCa,bh_ca,0AAD,0ACD,0A9A,0AAD0ACD0A9A,gjBHCa,bh_ca-gujarati,uni0AAD0ACD0A9A,,,
gujarati,uni,BH,bh,CHa,cha,BHCHa,bh_cha,0AAD,0ACD,0A9B,0AAD0ACD0A9B,gjBHCHa,bh_cha-gujarati,uni0AAD0ACD0A9B,,,
gujarati,uni,BH,bh,Ja,ja,BHJa,bh_ja,0AAD,0ACD,0A9C,0AAD0ACD0A9C,gjBHJa,bh_ja-gujarati,uni0AAD0ACD0A9C,,,
gujarati,uni,BH,bh,JHa,jha,BHJHa,bh_jha,0AAD,0ACD,0A9D,0AAD0ACD0A9D,gjBHJHa,bh_jha-gujarati,uni0AAD0ACD0A9D,,,
gujarati,uni,BH,bh,NYa,nya,BHNYa,bh_nya,0AAD,0ACD,0A9E,0AAD0ACD0A9E,gjBHNYa,bh_nya-gujarati,uni0AAD0ACD0A9E,,,
gujarati,uni,BH,bh,TTa,tta,BHTTa,bh_tta,0AAD,0ACD,0A9F,0AAD0ACD0A9F,gjBHTTa,bh_tta-gujarati,uni0AAD0ACD0A9F,,,
gujarati,uni,BH,bh,TTHa,ttha,BHTTHa,bh_ttha,0AAD,0ACD,0AA0,0AAD0ACD0AA0,gjBHTTHa,bh_ttha-gujarati,uni0AAD0ACD0AA0,,,
gujarati,uni,BH,bh,DDa,dda,BHDDa,bh_dda,0AAD,0ACD,0AA1,0AAD0ACD0AA1,gjBHDDa,bh_dda-gujarati,uni0AAD0ACD0AA1,,,
gujarati,uni,BH,bh,DDHa,ddha,BHDDHa,bh_ddha,0AAD,0ACD,0AA2,0AAD0ACD0AA2,gjBHDDHa,bh_ddha-gujarati,uni0AAD0ACD0AA2,,,
gujarati,uni,BH,bh,NNa,nna,BHNNa,bh_nna,0AAD,0ACD,0AA3,0AAD0ACD0AA3,gjBHNNa,bh_nna-gujarati,uni0AAD0ACD0AA3,,,
gujarati,uni,BH,bh,Ta,ta,BHTa,bh_ta,0AAD,0ACD,0AA4,0AAD0ACD0AA4,gjBHTa,bh_ta-gujarati,uni0AAD0ACD0AA4,,,
gujarati,uni,BH,bh,THa,tha,BHTHa,bh_tha,0AAD,0ACD,0AA5,0AAD0ACD0AA5,gjBHTHa,bh_tha-gujarati,uni0AAD0ACD0AA5,,,
gujarati,uni,BH,bh,Da,da,BHDa,bh_da,0AAD,0ACD,0AA6,0AAD0ACD0AA6,gjBHDa,bh_da-gujarati,uni0AAD0ACD0AA6,,,
gujarati,uni,BH,bh,DHa,dha,BHDHa,bh_dha,0AAD,0ACD,0AA7,0AAD0ACD0AA7,gjBHDHa,bh_dha-gujarati,uni0AAD0ACD0AA7,,,
gujarati,uni,BH,bh,Na,na,BHNa,bh_na,0AAD,0ACD,0AA8,0AAD0ACD0AA8,gjBHNa,bh_na-gujarati,uni0AAD0ACD0AA8,,,
gujarati,uni,BH,bh,Pa,pa,BHPa,bh_pa,0AAD,0ACD,0AAA,0AAD0ACD0AAA,gjBHPa,bh_pa-gujarati,uni0AAD0ACD0AAA,,,
gujarati,uni,BH,bh,PHa,pha,BHPHa,bh_pha,0AAD,0ACD,0AAB,0AAD0ACD0AAB,gjBHPHa,bh_pha-gujarati,uni0AAD0ACD0AAB,,,
gujarati,uni,BH,bh,Ba,ba,BHBa,bh_ba,0AAD,0ACD,0AAC,0AAD0ACD0AAC,gjBHBa,bh_ba-gujarati,uni0AAD0ACD0AAC,,,
gujarati,uni,BH,bh,BHa,bha,BHBHa,bh_bha,0AAD,0ACD,0AAD,0AAD0ACD0AAD,gjBHBHa,bh_bha-gujarati,uni0AAD0ACD0AAD,,,
gujarati,uni,BH,bh,Ma,ma,BHMa,bh_ma,0AAD,0ACD,0AAE,0AAD0ACD0AAE,gjBHMa,bh_ma-gujarati,uni0AAD0ACD0AAE,,,
gujarati,uni,BH,bh,Ya,ya,BHYa,bh_ya,0AAD,0ACD,0AAF,0AAD0ACD0AAF,gjBHYa,bh_ya-gujarati,uni0AAD0ACD0AAF,,,
gujarati,uni,BH,bh,Ra,ra,BHRa,bh_ra,0AAD,0ACD,0AB0,0AAD0ACD0AB0,gjBHRa,bh_ra-gujarati,uni0AAD0ACD0AB0,,,
gujarati,uni,BH,bh,La,la,BHLa,bh_la,0AAD,0ACD,0AB2,0AAD0ACD0AB2,gjBHLa,bh_la-gujarati,uni0AAD0ACD0AB2,,,
gujarati,uni,BH,bh,LLa,lla,BHLLa,bh_lla,0AAD,0ACD,0AB3,0AAD0ACD0AB3,gjBHLLa,bh_lla-gujarati,uni0AAD0ACD0AB3,,,
gujarati,uni,BH,bh,Va,va,BHVa,bh_va,0AAD,0ACD,0AB5,0AAD0ACD0AB5,gjBHVa,bh_va-gujarati,uni0AAD0ACD0AB5,,,
gujarati,uni,BH,bh,SHa,sha,BHSHa,bh_sha,0AAD,0ACD,0AB6,0AAD0ACD0AB6,gjBHSHa,bh_sha-gujarati,uni0AAD0ACD0AB6,,,
gujarati,uni,BH,bh,SSa,ssa,BHSSa,bh_ssa,0AAD,0ACD,0AB7,0AAD0ACD0AB7,gjBHSSa,bh_ssa-gujarati,uni0AAD0ACD0AB7,,,
gujarati,uni,BH,bh,Sa,sa,BHSa,bh_sa,0AAD,0ACD,0AB8,0AAD0ACD0AB8,gjBHSa,bh_sa-gujarati,uni0AAD0ACD0AB8,,,
gujarati,uni,BH,bh,Ha,ha,BHHa,bh_ha,0AAD,0ACD,0AB9,0AAD0ACD0AB9,gjBHHa,bh_ha-gujarati,uni0AAD0ACD0AB9,,,
,,,,,,,_,,,,,gj,_-,,,,
gujarati,uni,M,m,Ka,ka,MKa,m_ka,0AAE,0ACD,0A95,0AAE0ACD0A95,gjMKa,m_ka-gujarati,uni0AAE0ACD0A95,Composite,,
gujarati,uni,M,m,KHa,kha,MKHa,m_kha,0AAE,0ACD,0A96,0AAE0ACD0A96,gjMKHa,m_kha-gujarati,uni0AAE0ACD0A96,,,
gujarati,uni,M,m,Ga,ga,MGa,m_ga,0AAE,0ACD,0A97,0AAE0ACD0A97,gjMGa,m_ga-gujarati,uni0AAE0ACD0A97,,,
gujarati,uni,M,m,GHa,gha,MGHa,m_gha,0AAE,0ACD,0A98,0AAE0ACD0A98,gjMGHa,m_gha-gujarati,uni0AAE0ACD0A98,,,
gujarati,uni,M,m,NGa,nga,MNGa,m_nga,0AAE,0ACD,0A99,0AAE0ACD0A99,gjMNGa,m_nga-gujarati,uni0AAE0ACD0A99,,,
gujarati,uni,M,m,Ca,ca,MCa,m_ca,0AAE,0ACD,0A9A,0AAE0ACD0A9A,gjMCa,m_ca-gujarati,uni0AAE0ACD0A9A,,,
gujarati,uni,M,m,CHa,cha,MCHa,m_cha,0AAE,0ACD,0A9B,0AAE0ACD0A9B,gjMCHa,m_cha-gujarati,uni0AAE0ACD0A9B,,,
gujarati,uni,M,m,Ja,ja,MJa,m_ja,0AAE,0ACD,0A9C,0AAE0ACD0A9C,gjMJa,m_ja-gujarati,uni0AAE0ACD0A9C,,,
gujarati,uni,M,m,JHa,jha,MJHa,m_jha,0AAE,0ACD,0A9D,0AAE0ACD0A9D,gjMJHa,m_jha-gujarati,uni0AAE0ACD0A9D,,,
gujarati,uni,M,m,NYa,nya,MNYa,m_nya,0AAE,0ACD,0A9E,0AAE0ACD0A9E,gjMNYa,m_nya-gujarati,uni0AAE0ACD0A9E,,,
gujarati,uni,M,m,TTa,tta,MTTa,m_tta,0AAE,0ACD,0A9F,0AAE0ACD0A9F,gjMTTa,m_tta-gujarati,uni0AAE0ACD0A9F,,,
gujarati,uni,M,m,TTHa,ttha,MTTHa,m_ttha,0AAE,0ACD,0AA0,0AAE0ACD0AA0,gjMTTHa,m_ttha-gujarati,uni0AAE0ACD0AA0,,,
gujarati,uni,M,m,DDa,dda,MDDa,m_dda,0AAE,0ACD,0AA1,0AAE0ACD0AA1,gjMDDa,m_dda-gujarati,uni0AAE0ACD0AA1,,,
gujarati,uni,M,m,DDHa,ddha,MDDHa,m_ddha,0AAE,0ACD,0AA2,0AAE0ACD0AA2,gjMDDHa,m_ddha-gujarati,uni0AAE0ACD0AA2,,,
gujarati,uni,M,m,NNa,nna,MNNa,m_nna,0AAE,0ACD,0AA3,0AAE0ACD0AA3,gjMNNa,m_nna-gujarati,uni0AAE0ACD0AA3,,,
gujarati,uni,M,m,Ta,ta,MTa,m_ta,0AAE,0ACD,0AA4,0AAE0ACD0AA4,gjMTa,m_ta-gujarati,uni0AAE0ACD0AA4,,,
gujarati,uni,M,m,THa,tha,MTHa,m_tha,0AAE,0ACD,0AA5,0AAE0ACD0AA5,gjMTHa,m_tha-gujarati,uni0AAE0ACD0AA5,,,
gujarati,uni,M,m,Da,da,MDa,m_da,0AAE,0ACD,0AA6,0AAE0ACD0AA6,gjMDa,m_da-gujarati,uni0AAE0ACD0AA6,,,
gujarati,uni,M,m,DHa,dha,MDHa,m_dha,0AAE,0ACD,0AA7,0AAE0ACD0AA7,gjMDHa,m_dha-gujarati,uni0AAE0ACD0AA7,,,
gujarati,uni,M,m,Na,na,MNa,m_na,0AAE,0ACD,0AA8,0AAE0ACD0AA8,gjMNa,m_na-gujarati,uni0AAE0ACD0AA8,,,
gujarati,uni,M,m,Pa,pa,MPa,m_pa,0AAE,0ACD,0AAA,0AAE0ACD0AAA,gjMPa,m_pa-gujarati,uni0AAE0ACD0AAA,,,
gujarati,uni,M,m,PHa,pha,MPHa,m_pha,0AAE,0ACD,0AAB,0AAE0ACD0AAB,gjMPHa,m_pha-gujarati,uni0AAE0ACD0AAB,,,
gujarati,uni,M,m,Ba,ba,MBa,m_ba,0AAE,0ACD,0AAC,0AAE0ACD0AAC,gjMBa,m_ba-gujarati,uni0AAE0ACD0AAC,,,
gujarati,uni,M,m,BHa,bha,MBHa,m_bha,0AAE,0ACD,0AAD,0AAE0ACD0AAD,gjMBHa,m_bha-gujarati,uni0AAE0ACD0AAD,,,
gujarati,uni,M,m,Ma,ma,MMa,m_ma,0AAE,0ACD,0AAE,0AAE0ACD0AAE,gjMMa,m_ma-gujarati,uni0AAE0ACD0AAE,,,
gujarati,uni,M,m,Ya,ya,MYa,m_ya,0AAE,0ACD,0AAF,0AAE0ACD0AAF,gjMYa,m_ya-gujarati,uni0AAE0ACD0AAF,,,
gujarati,uni,M,m,Ra,ra,MRa,m_ra,0AAE,0ACD,0AB0,0AAE0ACD0AB0,gjMRa,m_ra-gujarati,uni0AAE0ACD0AB0,,,
gujarati,uni,M,m,La,la,MLa,m_la,0AAE,0ACD,0AB2,0AAE0ACD0AB2,gjMLa,m_la-gujarati,uni0AAE0ACD0AB2,,,
gujarati,uni,M,m,LLa,lla,MLLa,m_lla,0AAE,0ACD,0AB3,0AAE0ACD0AB3,gjMLLa,m_lla-gujarati,uni0AAE0ACD0AB3,,,
gujarati,uni,M,m,Va,va,MVa,m_va,0AAE,0ACD,0AB5,0AAE0ACD0AB5,gjMVa,m_va-gujarati,uni0AAE0ACD0AB5,,,
gujarati,uni,M,m,SHa,sha,MSHa,m_sha,0AAE,0ACD,0AB6,0AAE0ACD0AB6,gjMSHa,m_sha-gujarati,uni0AAE0ACD0AB6,,,
gujarati,uni,M,m,SSa,ssa,MSSa,m_ssa,0AAE,0ACD,0AB7,0AAE0ACD0AB7,gjMSSa,m_ssa-gujarati,uni0AAE0ACD0AB7,,,
gujarati,uni,M,m,Sa,sa,MSa,m_sa,0AAE,0ACD,0AB8,0AAE0ACD0AB8,gjMSa,m_sa-gujarati,uni0AAE0ACD0AB8,,,
gujarati,uni,M,m,Ha,ha,MHa,m_ha,0AAE,0ACD,0AB9,0AAE0ACD0AB9,gjMHa,m_ha-gujarati,uni0AAE0ACD0AB9,,,
,,,,,,,_,,,,,gj,_-,,,,
gujarati,uni,Y,y,Ka,ka,YKa,y_ka,0AAF,0ACD,0A95,0AAF0ACD0A95,gjYKa,y_ka-gujarati,uni0AAF0ACD0A95,,,
gujarati,uni,Y,y,KHa,kha,YKHa,y_kha,0AAF,0ACD,0A96,0AAF0ACD0A96,gjYKHa,y_kha-gujarati,uni0AAF0ACD0A96,,,
gujarati,uni,Y,y,Ga,ga,YGa,y_ga,0AAF,0ACD,0A97,0AAF0ACD0A97,gjYGa,y_ga-gujarati,uni0AAF0ACD0A97,,,
gujarati,uni,Y,y,GHa,gha,YGHa,y_gha,0AAF,0ACD,0A98,0AAF0ACD0A98,gjYGHa,y_gha-gujarati,uni0AAF0ACD0A98,,,
gujarati,uni,Y,y,NGa,nga,YNGa,y_nga,0AAF,0ACD,0A99,0AAF0ACD0A99,gjYNGa,y_nga-gujarati,uni0AAF0ACD0A99,,,
gujarati,uni,Y,y,Ca,ca,YCa,y_ca,0AAF,0ACD,0A9A,0AAF0ACD0A9A,gjYCa,y_ca-gujarati,uni0AAF0ACD0A9A,,,
gujarati,uni,Y,y,CHa,cha,YCHa,y_cha,0AAF,0ACD,0A9B,0AAF0ACD0A9B,gjYCHa,y_cha-gujarati,uni0AAF0ACD0A9B,,,
gujarati,uni,Y,y,Ja,ja,YJa,y_ja,0AAF,0ACD,0A9C,0AAF0ACD0A9C,gjYJa,y_ja-gujarati,uni0AAF0ACD0A9C,,,
gujarati,uni,Y,y,JHa,jha,YJHa,y_jha,0AAF,0ACD,0A9D,0AAF0ACD0A9D,gjYJHa,y_jha-gujarati,uni0AAF0ACD0A9D,,,
gujarati,uni,Y,y,NYa,nya,YNYa,y_nya,0AAF,0ACD,0A9E,0AAF0ACD0A9E,gjYNYa,y_nya-gujarati,uni0AAF0ACD0A9E,,,
gujarati,uni,Y,y,TTa,tta,YTTa,y_tta,0AAF,0ACD,0A9F,0AAF0ACD0A9F,gjYTTa,y_tta-gujarati,uni0AAF0ACD0A9F,,,
gujarati,uni,Y,y,TTHa,ttha,YTTHa,y_ttha,0AAF,0ACD,0AA0,0AAF0ACD0AA0,gjYTTHa,y_ttha-gujarati,uni0AAF0ACD0AA0,,,
gujarati,uni,Y,y,DDa,dda,YDDa,y_dda,0AAF,0ACD,0AA1,0AAF0ACD0AA1,gjYDDa,y_dda-gujarati,uni0AAF0ACD0AA1,,,
gujarati,uni,Y,y,DDHa,ddha,YDDHa,y_ddha,0AAF,0ACD,0AA2,0AAF0ACD0AA2,gjYDDHa,y_ddha-gujarati,uni0AAF0ACD0AA2,,,
gujarati,uni,Y,y,NNa,nna,YNNa,y_nna,0AAF,0ACD,0AA3,0AAF0ACD0AA3,gjYNNa,y_nna-gujarati,uni0AAF0ACD0AA3,,,
