,,Initial (AGL),Initial,Final (AGL),Final,Conjunct (AGL),Conjunct,Initial Unicode,Halant Unicode,Final Unicode,,Name (AGL),Name,Prod. Name,Notes,GlyphData.xml,
gujarati,uni,NY,ny,Ta,ta,NYTa,ny_ta,0A9E,0ACD,0AA4,0A9E0ACD0AA4,gjNYTa,ny_ta-gujarati,uni0A9E0ACD0AA4,/,,
gujarati,uni,NY,ny,THa,tha,NYTHa,ny_tha,0A9E,0ACD,0AA5,0A9E0ACD0AA5,gjNYTHa,ny_tha-gujarati,uni0A9E0ACD0AA5,/,,
gujarati,uni,NY,ny,Da,da,NYDa,ny_da,0A9E,0ACD,0AA6,0A9E0ACD0AA6,gjNYDa,ny_da-gujarati,uni0A9E0ACD0AA6,/,,
gujarati,uni,NY,ny,DHa,dha,NYDHa,ny_dha,0A9E,0ACD,0AA7,0A9E0ACD0AA7,gjNYDHa,ny_dha-gujarati,uni0A9E0ACD0AA7,/,,
gujarati,uni,NY,ny,Na,na,NYNa,ny_na,0A9E,0ACD,0AA8,0A9E0ACD0AA8,gjNYNa,ny_na-gujarati,uni0A9E0ACD0AA8,/,,
gujarati,uni,NY,ny,Pa,pa,NYPa,ny_pa,0A9E,0ACD,0AAA,0A9E0ACD0AAA,gjNYPa,ny_pa-gujarati,uni0A9E0ACD0AAA,/,,
gujarati,uni,NY,ny,PHa,pha,NYPHa,ny_pha,0A9E,0ACD,0AAB,0A9E0ACD0AAB,gjNYPHa,ny_pha-gujarati,uni0A9E0ACD0AAB,/,,
gujarati,uni,NY,ny,Ba,ba,NYBa,ny_ba,0A9E,0ACD,0AAC,0A9E0ACD0AAC,gjNYBa,ny_ba-gujarati,uni0A9E0ACD0AAC,/,,
gujarati,uni,NY,ny,BHa,bha,NYBHa,ny_bha,0A9E,0ACD,0AAD,0A9E0ACD0AAD,gjNYBHa,ny_bha-gujarati,uni0A9E0ACD0AAD,/,,
gujarati,uni,NY,ny,Ma,ma,NYMa,ny_ma,0A9E,0ACD,0AAE,0A9E0ACD0AAE,gjNYMa,ny_ma-gujarati,uni0A9E0ACD0AAE,/,,
gujarati,uni,NY,ny,Ya,ya,NYYa,ny_ya,0A9E,0ACD,0AAF,0A9E0ACD0AAF,gjNYYa,ny_ya-gujarati,uni0A9E0ACD0AAF,/,,
gujarati,uni,NY,ny,Ra,ra,NYRa,ny_ra,0A9E,0ACD,0AB0,0A9E0ACD0AB0,gjNYRa,ny_ra-gujarati,uni0A9E0ACD0AB0,/,,
gujarati,uni,NY,ny,La,la,NYLa,ny_la,0A9E,0ACD,0AB2,0A9E0ACD0AB2,gjNYLa,ny_la-gujarati,uni0A9E0ACD0AB2,/,,
gujarati,uni,NY,ny,LLa,lla,NYLLa,ny_lla,0A9E,0ACD,0AB3,0A9E0ACD0AB3,gjNYLLa,ny_lla-gujarati,uni0A9E0ACD0AB3,/,,
gujarati,uni,NY,ny,Va,va,NYVa,ny_va,0A9E,0ACD,0AB5,0A9E0ACD0AB5,gjNYVa,ny_va-gujarati,uni0A9E0ACD0AB5,/,,
gujarati,uni,NY,ny,SHa,sha,NYSHa,ny_sha,0A9E,0ACD,0AB6,0A9E0ACD0AB6,gjNYSHa,ny_sha-gujarati,uni0A9E0ACD0AB6,/,,
gujarati,uni,NY,ny,SSa,ssa,NYSSa,ny_ssa,0A9E,0ACD,0AB7,0A9E0ACD0AB7,gjNYSSa,ny_ssa-gujarati,uni0A9E0ACD0AB7,/,,
gujarati,uni,NY,ny,Sa,sa,NYSa,ny_sa,0A9E,0ACD,0AB8,0A9E0ACD0AB8,gjNYSa,ny_sa-gujarati,uni0A9E0ACD0AB8,/,,
gujarati,uni,NY,ny,Ha,ha,NYHa,ny_ha,0A9E,0ACD,0AB9,0A9E0ACD0AB9,gjNYHa,ny_ha-gujarati,uni0A9E0ACD0AB9,/,,
,,,,,,,,,,,,,,,,,
gujarati,uni,TT,tt,Ka,ka,TTKa,tt_ka,0A9F,0ACD,0A95,0A9F0ACD0A95,gjTTKa,tt_ka-gujarati,uni0A9F0ACD0A95,/,,
gujarati,uni,TT,tt,KHa,kha,TTKHa,tt_kha,0A9F,0ACD,0A96,0A9F0ACD0A96,gjTTKHa,tt_kha-gujarati,uni0A9F0ACD0A96,/,,
gujarati,uni,TT,tt,Ga,ga,TTGa,tt_ga,0A9F,0ACD,0A97,0A9F0ACD0A97,gjTTGa,tt_ga-gujarati,uni0A9F0ACD0A97,/,,
gujarati,uni,TT,tt,GHa,gha,TTGHa,tt_gha,0A9F,0ACD,0A98,0A9F0ACD0A98,gjTTGHa,tt_gha-gujarati,uni0A9F0ACD0A98,/,,
gujarati,uni,TT,tt,NGa,nga,TTNGa,tt_nga,0A9F,0ACD,0A99,0A9F0ACD0A99,gjTTNGa,tt_nga-gujarati,uni0A9F0ACD0A99,/,,
gujarati,uni,TT,tt,Ca,ca,TTCa,tt_ca,0A9F,0ACD,0A9A,0A9F0ACD0A9A,gjTTCa,tt_ca-gujarati,uni0A9F0ACD0A9A,/,,
gujarati,uni,TT,tt,CHa,cha,TTCHa,tt_cha,0A9F,0ACD,0A9B,0A9F0ACD0A9B,gjTTCHa,tt_cha-gujarati,uni0A9F0ACD0A9B,/,,
gujarati,uni,TT,tt,Ja,ja,TTJa,tt_ja,0A9F,0ACD,0A9C,0A9F0ACD0A9C,gjTTJa,tt_ja-gujarati,uni0A9F0ACD0A9C,/,,
gujarati,uni,TT,tt,JHa,jha,TTJHa,tt_jha,0A9F,0ACD,0A9D,0A9F0ACD0A9D,gjTTJHa,tt_jha-gujarati,uni0A9F0ACD0A9D,/,,
gujarati,uni,TT,tt,NYa,nya,TTNYa,tt_nya,0A9F,0ACD,0A9E,0A9F0ACD0A9E,gjTTNYa,tt_nya-gujarati,uni0A9F0ACD0A9E,/,,
gujarati,uni,TT,tt,TTa,tta,TTTTa,tt_tta,0A9F,0ACD,0A9F,0A9F0ACD0A9F,gjTTTTa,tt_tta-gujarati,uni0A9F0ACD0A9F,Composite,"<glyph name=""tt_tta-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0A9F0ACD0A9F"" altnames=""gjTTTTa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,TT,tt,TTHa,ttha,TTTTHa,tt_ttha,0A9F,0ACD,0AA0,0A9F0ACD0AA0,gjTTTTHa,tt_ttha-gujarati,uni0A9F0ACD0AA0,Composite,"<glyph name=""tt_ttha-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0A9F0ACD0AA0"" altnames=""gjTTTTHa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,TT,tt,DDa,dda,TTDDa,tt_dda,0A9F,0ACD,0AA1,0A9F0ACD0AA1,gjTTDDa,tt_dda-gujarati,uni0A9F0ACD0AA1,/,,
gujarati,uni,TT,tt,DDHa,ddha,TTDDHa,tt_ddha,0A9F,0ACD,0AA2,0A9F0ACD0AA2,gjTTDDHa,tt_ddha-gujarati,uni0A9F0ACD0AA2,/,,
gujarati,uni,TT,tt,NNa,nna,TTNNa,tt_nna,0A9F,0ACD,0AA3,0A9F0ACD0AA3,gjTTNNa,tt_nna-gujarati,uni0A9F0ACD0AA3,/,,
gujarati,uni,TT,tt,Ta,ta,TTTa,tt_ta,0A9F,0ACD,0AA4,0A9F0ACD0AA4,gjTTTa,tt_ta-gujarati,uni0A9F0ACD0AA4,/,,
gujarati,uni,TT,tt,THa,tha,TTTHa,tt_tha,0A9F,0ACD,0AA5,0A9F0ACD0AA5,gjTTTHa,tt_tha-gujarati,uni0A9F0ACD0AA5,/,,
gujarati,uni,TT,tt,Da,da,TTDa,tt_da,0A9F,0ACD,0AA6,0A9F0ACD0AA6,gjTTDa,tt_da-gujarati,uni0A9F0ACD0AA6,/,,
gujarati,uni,TT,tt,DHa,dha,TTDHa,tt_dha,0A9F,0ACD,0AA7,0A9F0ACD0AA7,gjTTDHa,tt_dha-gujarati,uni0A9F0ACD0AA7,/,,
gujarati,uni,TT,tt,Na,na,TTNa,tt_na,0A9F,0ACD,0AA8,0A9F0ACD0AA8,gjTTNa,tt_na-gujarati,uni0A9F0ACD0AA8,/,,
gujarati,uni,TT,tt,Pa,pa,TTPa,tt_pa,0A9F,0ACD,0AAA,0A9F0ACD0AAA,gjTTPa,tt_pa-gujarati,uni0A9F0ACD0AAA,/,,
gujarati,uni,TT,tt,PHa,pha,TTPHa,tt_pha,0A9F,0ACD,0AAB,0A9F0ACD0AAB,gjTTPHa,tt_pha-gujarati,uni0A9F0ACD0AAB,/,,
gujarati,uni,TT,tt,Ba,ba,TTBa,tt_ba,0A9F,0ACD,0AAC,0A9F0ACD0AAC,gjTTBa,tt_ba-gujarati,uni0A9F0ACD0AAC,/,,
gujarati,uni,TT,tt,BHa,bha,TTBHa,tt_bha,0A9F,0ACD,0AAD,0A9F0ACD0AAD,gjTTBHa,tt_bha-gujarati,uni0A9F0ACD0AAD,/,,
gujarati,uni,TT,tt,Ma,ma,TTMa,tt_ma,0A9F,0ACD,0AAE,0A9F0ACD0AAE,gjTTMa,tt_ma-gujarati,uni0A9F0ACD0AAE,/,,
gujarati,uni,TT,tt,Ya,ya,TTYa,tt_ya,0A9F,0ACD,0AAF,0A9F0ACD0AAF,gjTTYa,tt_ya-gujarati,uni0A9F0ACD0AAF,Composite,"<glyph name=""tt_ya-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0A9F0ACD0AAF"" altnames=""gjTTYa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,TT,tt,Ra,ra,TTRa,tt_ra,0A9F,0ACD,0AB0,0A9F0ACD0AB0,gjTTRa,tt_ra-gujarati,uni0A9F0ACD0AB0,/,,
gujarati,uni,TT,tt,La,la,TTLa,tt_la,0A9F,0ACD,0AB2,0A9F0ACD0AB2,gjTTLa,tt_la-gujarati,uni0A9F0ACD0AB2,/,,
gujarati,uni,TT,tt,LLa,lla,TTLLa,tt_lla,0A9F,0ACD,0AB3,0A9F0ACD0AB3,gjTTLLa,tt_lla-gujarati,uni0A9F0ACD0AB3,/,,
gujarati,uni,TT,tt,Va,va,TTVa,tt_va,0A9F,0ACD,0AB5,0A9F0ACD0AB5,gjTTVa,tt_va-gujarati,uni0A9F0ACD0AB5,Composite,"<glyph name=""tt_va-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0A9F0ACD0AB5"" altnames=""gjTTVa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,TT,tt,SHa,sha,TTSHa,tt_sha,0A9F,0ACD,0AB6,0A9F0ACD0AB6,gjTTSHa,tt_sha-gujarati,uni0A9F0ACD0AB6,/,,
gujarati,uni,TT,tt,SSa,ssa,TTSSa,tt_ssa,0A9F,0ACD,0AB7,0A9F0ACD0AB7,gjTTSSa,tt_ssa-gujarati,uni0A9F0ACD0AB7,/,,
gujarati,uni,TT,tt,Sa,sa,TTSa,tt_sa,0A9F,0ACD,0AB8,0A9F0ACD0AB8,gjTTSa,tt_sa-gujarati,uni0A9F0ACD0AB8,/,,
gujarati,uni,TT,tt,Ha,ha,TTHa,tt_ha,0A9F,0ACD,0AB9,0A9F0ACD0AB9,gjTTHa,tt_ha-gujarati,uni0A9F0ACD0AB9,/,,
,,,,,,,,,,,,,,,,,
gujarati,uni,TTH,tth,Ka,ka,TTHKa,tth_ka,0AA0,0ACD,0A95,0AA00ACD0A95,gjTTHKa,tth_ka-gujarati,uni0AA00ACD0A95,/,,
gujarati,uni,TTH,tth,KHa,kha,TTHKHa,tth_kha,0AA0,0ACD,0A96,0AA00ACD0A96,gjTTHKHa,tth_kha-gujarati,uni0AA00ACD0A96,/,,
gujarati,uni,TTH,tth,Ga,ga,TTHGa,tth_ga,0AA0,0ACD,0A97,0AA00ACD0A97,gjTTHGa,tth_ga-gujarati,uni0AA00ACD0A97,/,,
gujarati,uni,TTH,tth,GHa,gha,TTHGHa,tth_gha,0AA0,0ACD,0A98,0AA00ACD0A98,gjTTHGHa,tth_gha-gujarati,uni0AA00ACD0A98,/,,
gujarati,uni,TTH,tth,NGa,nga,TTHNGa,tth_nga,0AA0,0ACD,0A99,0AA00ACD0A99,gjTTHNGa,tth_nga-gujarati,uni0AA00ACD0A99,/,,
gujarati,uni,TTH,tth,Ca,ca,TTHCa,tth_ca,0AA0,0ACD,0A9A,0AA00ACD0A9A,gjTTHCa,tth_ca-gujarati,uni0AA00ACD0A9A,/,,
gujarati,uni,TTH,tth,CHa,cha,TTHCHa,tth_cha,0AA0,0ACD,0A9B,0AA00ACD0A9B,gjTTHCHa,tth_cha-gujarati,uni0AA00ACD0A9B,/,,
gujarati,uni,TTH,tth,Ja,ja,TTHJa,tth_ja,0AA0,0ACD,0A9C,0AA00ACD0A9C,gjTTHJa,tth_ja-gujarati,uni0AA00ACD0A9C,/,,
gujarati,uni,TTH,tth,JHa,jha,TTHJHa,tth_jha,0AA0,0ACD,0A9D,0AA00ACD0A9D,gjTTHJHa,tth_jha-gujarati,uni0AA00ACD0A9D,/,,
gujarati,uni,TTH,tth,NYa,nya,TTHNYa,tth_nya,0AA0,0ACD,0A9E,0AA00ACD0A9E,gjTTHNYa,tth_nya-gujarati,uni0AA00ACD0A9E,/,,
gujarati,uni,TTH,tth,TTa,tta,TTHTTa,tth_tta,0AA0,0ACD,0A9F,0AA00ACD0A9F,gjTTHTTa,tth_tta-gujarati,uni0AA00ACD0A9F,/,,
gujarati,uni,TTH,tth,TTHa,ttha,TTHTTHa,tth_ttha,0AA0,0ACD,0AA0,0AA00ACD0AA0,gjTTHTTHa,tth_ttha-gujarati,uni0AA00ACD0AA0,Composite,"<glyph name=""tth_ttha-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0AA00ACD0AA0"" altnames=""gjTTHTTHa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,TTH,tth,DDa,dda,TTHDDa,tth_dda,0AA0,0ACD,0AA1,0AA00ACD0AA1,gjTTHDDa,tth_dda-gujarati,uni0AA00ACD0AA1,/,,
gujarati,uni,TTH,tth,DDHa,ddha,TTHDDHa,tth_ddha,0AA0,0ACD,0AA2,0AA00ACD0AA2,gjTTHDDHa,tth_ddha-gujarati,uni0AA00ACD0AA2,/,,
gujarati,uni,TTH,tth,NNa,nna,TTHNNa,tth_nna,0AA0,0ACD,0AA3,0AA00ACD0AA3,gjTTHNNa,tth_nna-gujarati,uni0AA00ACD0AA3,/,,
gujarati,uni,TTH,tth,Ta,ta,TTHTa,tth_ta,0AA0,0ACD,0AA4,0AA00ACD0AA4,gjTTHTa,tth_ta-gujarati,uni0AA00ACD0AA4,/,,
gujarati,uni,TTH,tth,THa,tha,TTHTHa,tth_tha,0AA0,0ACD,0AA5,0AA00ACD0AA5,gjTTHTHa,tth_tha-gujarati,uni0AA00ACD0AA5,/,,
gujarati,uni,TTH,tth,Da,da,TTHDa,tth_da,0AA0,0ACD,0AA6,0AA00ACD0AA6,gjTTHDa,tth_da-gujarati,uni0AA00ACD0AA6,/,,
gujarati,uni,TTH,tth,DHa,dha,TTHDHa,tth_dha,0AA0,0ACD,0AA7,0AA00ACD0AA7,gjTTHDHa,tth_dha-gujarati,uni0AA00ACD0AA7,/,,
gujarati,uni,TTH,tth,Na,na,TTHNa,tth_na,0AA0,0ACD,0AA8,0AA00ACD0AA8,gjTTHNa,tth_na-gujarati,uni0AA00ACD0AA8,/,,
gujarati,uni,TTH,tth,Pa,pa,TTHPa,tth_pa,0AA0,0ACD,0AAA,0AA00ACD0AAA,gjTTHPa,tth_pa-gujarati,uni0AA00ACD0AAA,/,,
gujarati,uni,TTH,tth,PHa,pha,TTHPHa,tth_pha,0AA0,0ACD,0AAB,0AA00ACD0AAB,gjTTHPHa,tth_pha-gujarati,uni0AA00ACD0AAB,/,,
gujarati,uni,TTH,tth,Ba,ba,TTHBa,tth_ba,0AA0,0ACD,0AAC,0AA00ACD0AAC,gjTTHBa,tth_ba-gujarati,uni0AA00ACD0AAC,/,,
gujarati,uni,TTH,tth,BHa,bha,TTHBHa,tth_bha,0AA0,0ACD,0AAD,0AA00ACD0AAD,gjTTHBHa,tth_bha-gujarati,uni0AA00ACD0AAD,/,,
gujarati,uni,TTH,tth,Ma,ma,TTHMa,tth_ma,0AA0,0ACD,0AAE,0AA00ACD0AAE,gjTTHMa,tth_ma-gujarati,uni0AA00ACD0AAE,/,,
gujarati,uni,TTH,tth,Ya,ya,TTHYa,tth_ya,0AA0,0ACD,0AAF,0AA00ACD0AAF,gjTTHYa,tth_ya-gujarati,uni0AA00ACD0AAF,Composite,"<glyph name=""tth_ya-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0AA00ACD0AAF"" altnames=""gjTTHYa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,TTH,tth,Ra,ra,TTHRa,tth_ra,0AA0,0ACD,0AB0,0AA00ACD0AB0,gjTTHRa,tth_ra-gujarati,uni0AA00ACD0AB0,/,,
gujarati,uni,TTH,tth,La,la,TTHLa,tth_la,0AA0,0ACD,0AB2,0AA00ACD0AB2,gjTTHLa,tth_la-gujarati,uni0AA00ACD0AB2,/,,
gujarati,uni,TTH,tth,LLa,lla,TTHLLa,tth_lla,0AA0,0ACD,0AB3,0AA00ACD0AB3,gjTTHLLa,tth_lla-gujarati,uni0AA00ACD0AB3,/,,
gujarati,uni,TTH,tth,Va,va,TTHVa,tth_va,0AA0,0ACD,0AB5,0AA00ACD0AB5,gjTTHVa,tth_va-gujarati,uni0AA00ACD0AB5,/,,
gujarati,uni,TTH,tth,SHa,sha,TTHSHa,tth_sha,0AA0,0ACD,0AB6,0AA00ACD0AB6,gjTTHSHa,tth_sha-gujarati,uni0AA00ACD0AB6,/,,
gujarati,uni,TTH,tth,SSa,ssa,TTHSSa,tth_ssa,0AA0,0ACD,0AB7,0AA00ACD0AB7,gjTTHSSa,tth_ssa-gujarati,uni0AA00ACD0AB7,/,,
gujarati,uni,TTH,tth,Sa,sa,TTHSa,tth_sa,0AA0,0ACD,0AB8,0AA00ACD0AB8,gjTTHSa,tth_sa-gujarati,uni0AA00ACD0AB8,/,,
gujarati,uni,TTH,tth,Ha,ha,TTHHa,tth_ha,0AA0,0ACD,0AB9,0AA00ACD0AB9,gjTTHHa,tth_ha-gujarati,uni0AA00ACD0AB9,/,,
,,,,,,,,,,,,,,,,,
gujarati,uni,DD,dd,Ka,ka,DDKa,dd_ka,0AA1,0ACD,0A95,0AA10ACD0A95,gjDDKa,dd_ka-gujarati,uni0AA10ACD0A95,/,,
gujarati,uni,DD,dd,KHa,kha,DDKHa,dd_kha,0AA1,0ACD,0A96,0AA10ACD0A96,gjDDKHa,dd_kha-gujarati,uni0AA10ACD0A96,/,,
gujarati,uni,DD,dd,Ga,ga,DDGa,dd_ga,0AA1,0ACD,0A97,0AA10ACD0A97,gjDDGa,dd_ga-gujarati,uni0AA10ACD0A97,/,,
gujarati,uni,DD,dd,GHa,gha,DDGHa,dd_gha,0AA1,0ACD,0A98,0AA10ACD0A98,gjDDGHa,dd_gha-gujarati,uni0AA10ACD0A98,/,,
gujarati,uni,DD,dd,NGa,nga,DDNGa,dd_nga,0AA1,0ACD,0A99,0AA10ACD0A99,gjDDNGa,dd_nga-gujarati,uni0AA10ACD0A99,/,,
gujarati,uni,DD,dd,Ca,ca,DDCa,dd_ca,0AA1,0ACD,0A9A,0AA10ACD0A9A,gjDDCa,dd_ca-gujarati,uni0AA10ACD0A9A,/,,
gujarati,uni,DD,dd,CHa,cha,DDCHa,dd_cha,0AA1,0ACD,0A9B,0AA10ACD0A9B,gjDDCHa,dd_cha-gujarati,uni0AA10ACD0A9B,/,,
gujarati,uni,DD,dd,Ja,ja,DDJa,dd_ja,0AA1,0ACD,0A9C,0AA10ACD0A9C,gjDDJa,dd_ja-gujarati,uni0AA10ACD0A9C,/,,
gujarati,uni,DD,dd,JHa,jha,DDJHa,dd_jha,0AA1,0ACD,0A9D,0AA10ACD0A9D,gjDDJHa,dd_jha-gujarati,uni0AA10ACD0A9D,/,,
gujarati,uni,DD,dd,NYa,nya,DDNYa,dd_nya,0AA1,0ACD,0A9E,0AA10ACD0A9E,gjDDNYa,dd_nya-gujarati,uni0AA10ACD0A9E,/,,
gujarati,uni,DD,dd,TTa,tta,DDTTa,dd_tta,0AA1,0ACD,0A9F,0AA10ACD0A9F,gjDDTTa,dd_tta-gujarati,uni0AA10ACD0A9F,/,,
gujarati,uni,DD,dd,TTHa,ttha,DDTTHa,dd_ttha,0AA1,0ACD,0AA0,0AA10ACD0AA0,gjDDTTHa,dd_ttha-gujarati,uni0AA10ACD0AA0,/,,
gujarati,uni,DD,dd,DDa,dda,DDDDa,dd_dda,0AA1,0ACD,0AA1,0AA10ACD0AA1,gjDDDDa,dd_dda-gujarati,uni0AA10ACD0AA1,Composite,"<glyph name=""dd_dda-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0AA10ACD0AA1"" altnames=""gjDDDDa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,DD,dd,DDHa,ddha,DDDDHa,dd_ddha,0AA1,0ACD,0AA2,0AA10ACD0AA2,gjDDDDHa,dd_ddha-gujarati,uni0AA10ACD0AA2,Composite,"<glyph name=""dd_ddha-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0AA10ACD0AA2"" altnames=""gjDDDDHa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,DD,dd,NNa,nna,DDNNa,dd_nna,0AA1,0ACD,0AA3,0AA10ACD0AA3,gjDDNNa,dd_nna-gujarati,uni0AA10ACD0AA3,/,,
gujarati,uni,DD,dd,Ta,ta,DDTa,dd_ta,0AA1,0ACD,0AA4,0AA10ACD0AA4,gjDDTa,dd_ta-gujarati,uni0AA10ACD0AA4,/,,
gujarati,uni,DD,dd,THa,tha,DDTHa,dd_tha,0AA1,0ACD,0AA5,0AA10ACD0AA5,gjDDTHa,dd_tha-gujarati,uni0AA10ACD0AA5,/,,
gujarati,uni,DD,dd,Da,da,DDDa,dd_da,0AA1,0ACD,0AA6,0AA10ACD0AA6,gjDDDa,dd_da-gujarati,uni0AA10ACD0AA6,/,,
gujarati,uni,DD,dd,DHa,dha,DDDHa,dd_dha,0AA1,0ACD,0AA7,0AA10ACD0AA7,gjDDDHa,dd_dha-gujarati,uni0AA10ACD0AA7,/,,
gujarati,uni,DD,dd,Na,na,DDNa,dd_na,0AA1,0ACD,0AA8,0AA10ACD0AA8,gjDDNa,dd_na-gujarati,uni0AA10ACD0AA8,/,,
gujarati,uni,DD,dd,Pa,pa,DDPa,dd_pa,0AA1,0ACD,0AAA,0AA10ACD0AAA,gjDDPa,dd_pa-gujarati,uni0AA10ACD0AAA,/,,
gujarati,uni,DD,dd,PHa,pha,DDPHa,dd_pha,0AA1,0ACD,0AAB,0AA10ACD0AAB,gjDDPHa,dd_pha-gujarati,uni0AA10ACD0AAB,/,,
gujarati,uni,DD,dd,Ba,ba,DDBa,dd_ba,0AA1,0ACD,0AAC,0AA10ACD0AAC,gjDDBa,dd_ba-gujarati,uni0AA10ACD0AAC,/,,
gujarati,uni,DD,dd,BHa,bha,DDBHa,dd_bha,0AA1,0ACD,0AAD,0AA10ACD0AAD,gjDDBHa,dd_bha-gujarati,uni0AA10ACD0AAD,/,,
gujarati,uni,DD,dd,Ma,ma,DDMa,dd_ma,0AA1,0ACD,0AAE,0AA10ACD0AAE,gjDDMa,dd_ma-gujarati,uni0AA10ACD0AAE,/,,
gujarati,uni,DD,dd,Ya,ya,DDYa,dd_ya,0AA1,0ACD,0AAF,0AA10ACD0AAF,gjDDYa,dd_ya-gujarati,uni0AA10ACD0AAF,Composite,"<glyph name=""dd_ya-gujarati"" category=""Letter"" script=""gujarati"" production=""uni0AA10ACD0AAF"" altnames=""gjDDYa"" anchors=""top, bottom, bottomleft"" accents=""nukta-gujarati, rakar-gujarati, uMatra-gujarati, uuMatra-gujarati, anusvara-gujarati, candraBindu-gujarati, rVocalicMatra-gujarati, rrVocalicMatra-gujarati, eMatra-gujarati, halant-gujarati, eCandraMatra-gujarati, aiMatra-gujarati, reph-gujarati, reph-gujarati"" />",
gujarati,uni,DD,dd,Ra,ra,DDRa,dd_ra,0AA1,0ACD,0AB0,0AA10ACD0AB0,gjDDRa,dd_ra-gujarati,uni0AA10ACD0AB0,/,,
gujarati,uni,DD,dd,La,la,DDLa,dd_la,0AA1,0ACD,0AB2,0AA10ACD0AB2,gjDDLa,dd_la-gujarati,uni0AA10ACD0AB2,/,,
gujarati,uni,DD,dd,LLa,lla,DDLLa,dd_lla,0AA1,0ACD,0AB3,0AA10ACD0AB3,gjDDLLa,dd_lla-gujarati,uni0AA10ACD0AB3,/,,
gujarati,uni,DD,dd,Va,va,DDVa,dd_va,0AA1,0ACD,0AB5,0AA10ACD0AB5,gjDDVa,dd_va-gujarati,uni0AA10ACD0AB5,/,,
gujarati,uni,DD,dd,SHa,sha,DDSHa,dd_sha,0AA1,0ACD,0AB6,0AA10ACD0AB6,gjDDSHa,dd_sha-gujarati,uni0AA10ACD0AB6,/,,
gujarati,uni,DD,dd,SSa,ssa,DDSSa,dd_ssa,0AA1,0ACD,0AB7,0AA10ACD0AB7,gjDDSSa,dd_ssa-gujarati,uni0AA10ACD0AB7,/,,
gujarati,uni,DD,dd,Sa,sa,DDSa,dd_sa,0AA1,0ACD,0AB8,0AA10ACD0AB8,gjDDSa,dd_sa-gujarati,uni0AA10ACD0AB8,/,,
